CustomerID,Age,Gender,Annual_Income_USD,Spending_Score,Membership_Status,Preferred_Payment_Method,Region,Total_Purchases,Avg_Purchase_Value,Last_Purchase_Date,Churn,Satisfaction_Score,Website_Visits_Last_Month,Avg_Time_Per_Visit_Minutes,Support_Tickets_Last_6_Months,Referred_Friends
04c47842-1aa0-4db6-b48f-225ebd9b4aa3,26,Male,140778,15,Bronze,Cryptocurrency,North,18,17.71,2024-08-16,0,1.0,22,6.72,2,0
c828771e-43a6-4df9-8e8c-52c3fe79d55a,56,Male,41601,29,Gold,Credit Card,North,15,361.09,2025-06-04,0,4.8,16,2.84,0,2
58635ddc-e5eb-4712-bc6a-b725eafe2fd4,35,Male,123691,75,Bronze,Cryptocurrency,Central,16,460.61,2025-04-16,0,2.8,16,5.99,0,3
7b953bfc-95fc-4d9e-899a-8e5547853453,21,Female,107099,82,Bronze,Credit Card,South,17,99.99,2024-08-23,0,1.2,12,4.2,0,1
d095c870-1f07-448e-b917-ee914204b198,42,Female,60955,40,Silver,Debit Card,North,14,468.01,2024-08-09,0,2.3,11,4.11,1,1
0235ee2a-9ccb-4558-a299-03f01b4e70ff,31,Male,92179,31,Bronze,Cryptocurrency,Central,14,45.24,2024-10-01,0,2.5,9,4.05,2,0
d8bb1687-5bc8-4516-821e-cd224fdf6d25,67,Male,68435,73,Platinum,PayPal,South,23,280.71,2024-07-01,0,4.5,12,4.19,1,0
1bcaef5a-31c9-4f15-b0a2-aaa8624ec4a7,26,Female,44044,86,Bronze,Cryptocurrency,South,25,66.62,2024-11-08,0,2.4,11,7.45,1,1
9bb96198-cb69-4f28-bba4-7718ee8ba65d,43,Female,31246,11,Gold,Cryptocurrency,West,20,445.66,2024-12-20,0,4.5,22,3.06,3,0
6048a5d4-cf07-46af-a70d-39bdbcc1731e,19,Male,22458,81,Bronze,PayPal,West,27,60.59,2025-06-20,0,2.8,16,3.75,2,0
7ee28b96-ce53-4891-8710-dabfefdff58a,37,Male,145945,97,Gold,Debit Card,West,17,133.02,2024-11-23,0,1.7,11,7.32,4,1
bebf40e3-004a-4f60-acd2-c968a86fa6d7,45,Female,78507,62,Bronze,Debit Card,East,17,404.91,2024-08-26,0,2.1,9,6.8,1,2
256529e4-0309-42d8-8d8b-f6c5bce61dbd,64,Male,26028,75,Platinum,Debit Card,South,18,347.36,2025-01-03,0,4.4,13,6.51,0,1
720fc620-7f9a-4c23-a0b6-34b7bede673b,24,Male,123751,8,Bronze,Debit Card,East,23,200.18,2024-12-20,0,1.6,19,8.63,1,1
a3dc89d3-21e4-4414-8f3f-3116e144fb51,61,Female,139247,51,Gold,Cryptocurrency,West,24,420.02,2024-07-07,0,3.5,13,5.95,2,0
15a25dc7-f33f-4b96-abb9-db7fd36cc6d2,25,Female,71901,57,Silver,Cryptocurrency,Central,22,321.49,2024-11-15,0,3.9,16,5.29,1,0
953c443b-519d-4510-abba-601dc0494907,64,Female,148636,4,Silver,PayPal,West,14,137.29,2024-08-22,0,2.2,20,3.18,0,0
35f31917-0363-4cce-9427-1576116b4b73,52,Female,120252,36,Bronze,Credit Card,North,23,372.73,2024-11-14,0,4.2,15,5.47,1,0
eea04d2b-315d-400a-a4c5-5750bca72aaf,31,Female,26306,19,Gold,PayPal,Central,20,173.2,2024-09-06,0,2.3,17,8.44,1,0
1740eb55-c02d-46dd-bbf1-6da3df7f233e,34,Male,126555,24,Bronze,Debit Card,Central,21,409.71,2024-08-21,0,2.1,11,5.55,1,1
bf9c7f31-7e6a-4108-b489-de0ea9ae801d,53,Male,126396,41,Gold,Credit Card,South,16,392.98,2024-09-13,0,1.3,16,5.78,2,1
f61b863c-00b6-4b88-a2be-32c8e34457aa,67,Male,47678,49,Silver,PayPal,East,25,161.17,2024-09-09,0,3.3,17,4.59,2,2
7c6bbe86-208a-4903-9f1c-3d7736652900,57,Male,110444,82,Platinum,Debit Card,North,25,60.79,2024-10-06,0,3.1,13,3.21,0,0
a1254f99-5fcd-43fd-a77d-24338805f183,21,Female,32363,97,Silver,Credit Card,Central,16,412.19,2024-08-16,0,3.6,13,3.99,1,0
1de87658-4537-4c19-8274-7190059a7b51,19,Female,34066,46,Bronze,Credit Card,East,19,188.58,2024-11-10,0,2.9,14,6.15,6,0
65e5e211-c598-409b-9840-5ffba3757962,23,Other,83804,36,Silver,Debit Card,East,16,169.41,2024-10-28,1,1.8,13,7.97,1,1
053ad70a-15cc-4662-8ec9-896999514ede,59,Female,134433,10,Bronze,Credit Card,North,28,18.91,2025-04-02,0,1.4,9,8.46,1,0
8581121c-ac54-45db-9ab1-5839a5dad2c8,21,Male,68544,78,Bronze,PayPal,North,23,365.68,2025-05-27,1,3.0,14,5.38,2,1
7c988c93-daa1-4c4d-b913-155dca235911,46,Male,118247,7,Bronze,PayPal,West,21,144.29,2025-05-29,0,3.1,12,7.78,1,1
142fba74-9c2f-454a-bcd8-ebee9af3ae59,35,Female,20189,12,Gold,PayPal,West,15,223.58,2024-07-21,0,4.7,16,5.06,0,0
198292c4-20ec-4dad-84ba-fa2b1562d159,43,Female,31752,86,Gold,Credit Card,Central,16,450.9,2024-11-23,0,3.0,15,5.94,1,0
b3e71ab7-f01b-4084-9039-dfd2784117bd,61,Female,140696,91,Bronze,Credit Card,Central,16,71.4,2025-03-03,0,4.7,11,6.29,0,1
39dd212d-65a1-473a-a5bd-8860097396b1,51,Female,27482,48,Silver,Debit Card,Central,23,28.64,2025-01-05,1,3.5,15,5.55,0,1
529bef5d-aa03-4113-bae9-6784bbc03e7b,27,Female,36679,37,Bronze,Debit Card,West,14,284.65,2025-02-05,0,1.6,10,6.94,1,0
df79b395-abc6-4779-8c12-aa7f2eae8454,53,Female,145428,75,Bronze,Credit Card,Central,18,352.93,2025-03-16,0,1.3,22,6.86,1,1
9d6feb1a-0265-490b-b33e-d6b1f7d488a3,31,Male,143056,36,Bronze,PayPal,Central,11,268.8,2024-07-02,0,4.8,19,5.94,3,0
a75a9696-146b-4a7a-8335-0998f6721a9e,48,Female,110088,60,Gold,Credit Card,West,16,176.39,2024-11-28,1,1.8,19,1.64,1,0
a1af5513-f6d6-47f0-b0f4-0139e2b52926,65,Female,20799,77,Platinum,Cryptocurrency,West,15,187.1,2024-10-11,1,2.4,16,5.18,0,0
9b39f641-1f65-4dd8-8f36-98ae79644a18,32,Male,110917,96,Bronze,PayPal,Central,15,83.33,2025-05-22,0,1.1,13,2.71,3,1
c58bed06-72fe-4153-bdcd-794779742175,25,Female,141691,8,Bronze,Cryptocurrency,Central,17,162.74,2024-08-15,0,2.1,12,4.81,2,0
f528ecc6-c28c-41cc-aacb-f45d6f73f359,31,Male,29934,7,Bronze,Debit Card,East,20,381.85,2024-07-12,1,4.8,16,2.75,0,1
00514da4-9ae8-4101-a927-0f25d90e8767,40,Female,77558,43,Platinum,Credit Card,South,33,254.58,2024-10-27,0,1.4,20,5.49,0,1
495d6850-0a27-4402-8770-f70d09ec5ea0,57,Male,79223,58,Bronze,Cryptocurrency,West,23,446.47,2024-08-03,0,4.6,16,5.81,1,2
9e784d9a-8024-4809-bacc-2c431fe01a61,38,Female,104620,81,Silver,Credit Card,South,17,92.32,2024-10-20,0,1.3,20,3.97,2,1
67e740c2-6ed9-4dd3-a72c-3a4bf90d5127,33,Male,61556,86,Gold,Cryptocurrency,West,25,226.79,2024-12-25,0,3.6,12,8.06,1,0
13bf2b6b-0afd-4eab-9a89-d6ade3a5b63a,62,Female,29909,46,Bronze,Credit Card,East,17,353.79,2024-12-05,0,3.0,22,7.34,2,0
27eed427-da30-4bcb-a652-eb6d29ef1f57,35,Male,111467,34,Silver,PayPal,South,27,143.42,2025-05-10,0,3.9,18,6.73,1,1
46fb7fc6-bf09-4747-8cee-51729df0a3d5,64,Male,130719,84,Bronze,Debit Card,East,20,140.75,2024-07-28,0,4.1,14,4.15,0,1
e846912a-9372-4007-bbc1-63d886ce2659,41,Female,111404,72,Gold,PayPal,North,22,61.74,2024-09-05,0,3.7,16,7.03,0,1
ab847a18-d16d-43de-aade-482032003a2d,43,Female,63558,22,Bronze,Debit Card,South,21,447.54,2024-11-21,0,1.8,15,6.86,1,1
e8df8d81-a48f-4111-85cc-26c285bd4408,42,Male,99382,91,Platinum,PayPal,South,15,94.54,2024-09-11,0,3.5,8,1.77,1,1
06c46bcb-e531-460f-9c7e-cf0f74a53bd2,62,Male,107793,98,Platinum,Debit Card,South,12,485.36,2024-12-26,0,3.5,15,4.19,1,0
2c72171d-dce0-43ed-b790-5b7dd33a5fea,58,Female,48013,21,Gold,PayPal,North,18,229.93,2025-03-19,0,4.4,12,7.46,2,2
ee2237e7-1a51-4833-b5a8-f4c69326ec8b,46,Female,123018,15,Silver,Credit Card,North,20,491.07,2025-03-29,0,1.5,12,7.17,0,1
4b0dc897-db3e-4c2b-95c0-96b0b98af77d,32,Female,42875,5,Gold,PayPal,East,18,29.77,2024-12-16,1,3.4,16,5.88,2,0
3a7105bf-8e1b-473c-ac93-652a4819b03e,62,Male,110253,17,Bronze,Cryptocurrency,North,19,287.88,2025-02-17,0,1.8,10,3.59,3,3
0b7f83be-0707-47da-b520-31cdf309b803,18,Female,31408,72,Bronze,Cryptocurrency,West,26,348.51,2025-01-18,0,3.7,9,6.79,1,0
9de9bef8-de65-4df8-ae72-270f7039f5b3,42,Male,55607,19,Bronze,Credit Card,Central,14,263.01,2024-11-22,0,3.1,15,6.86,1,1
b0a38347-0c05-4e9a-8e86-b1a6541709c9,24,Male,81684,5,Silver,Credit Card,South,12,289.35,2025-04-06,0,1.8,9,7.79,1,0
fc6a35be-4b6c-45e4-a012-e465b013d242,26,Female,56281,23,Gold,Credit Card,East,23,273.82,2024-11-21,0,1.5,14,3.61,3,4
a9aa9243-adb6-4cf5-845e-a19a70090a98,41,Female,47326,83,Platinum,Cryptocurrency,East,30,83.23,2024-12-25,1,3.8,7,8.51,3,0
84f91286-2754-4a81-b297-303315b78c6d,18,Female,33601,14,Silver,PayPal,East,18,270.63,2025-02-08,1,4.3,14,6.71,2,0
965a3ffe-46f0-4032-95b4-4fe2ce74e341,61,Male,144594,10,Gold,Credit Card,East,20,275.45,2024-09-03,0,2.5,20,6.48,3,1
d7aa9d83-d79f-4b75-aeca-80e662350a9b,25,Male,21135,31,Gold,PayPal,South,21,184.23,2025-06-03,0,3.5,18,4.3,1,1
8ae5eb92-c70a-4745-9a43-0728d07bc319,41,Male,42741,13,Platinum,Debit Card,East,17,307.67,2025-04-03,0,4.2,16,5.96,2,2
51ef0eb3-fe58-49a8-827d-a60a7863e260,28,Other,31913,22,Silver,PayPal,South,15,211.83,2025-01-24,1,3.9,15,2.74,0,2
0189271a-56c9-42f7-870f-b10559c9ff79,68,Male,30101,37,Bronze,PayPal,East,14,380.03,2024-08-14,0,3.9,11,6.14,0,0
716e800b-d1c1-40b9-b632-75d70c8ac2d9,34,Male,38631,39,Silver,Cryptocurrency,East,23,28.72,2024-09-11,1,3.2,10,6.06,1,2
a2ff12c2-d55a-460c-aa93-71d0a5d81b57,25,Male,92084,10,Silver,PayPal,Central,18,14.88,2024-06-24,0,1.5,14,3.26,0,0
06e4df94-8d77-47be-b120-8a3e818c20a4,52,Female,122820,31,Silver,Cryptocurrency,West,17,266.72,2025-05-06,1,4.8,17,4.17,0,1
c3f83b72-3756-4ae5-82c6-76f4d74aa109,52,Male,56870,43,Platinum,Debit Card,North,18,494.72,2025-05-27,0,2.2,17,5.19,1,1
43a00950-de9b-4a42-8054-aed2d4ff58d5,50,Female,68985,99,Platinum,Cryptocurrency,North,18,228.28,2025-04-27,1,1.5,11,7.77,2,1
0a7eb46d-fa68-49eb-b4e2-c052983f7cf9,22,Male,136236,77,Bronze,Debit Card,North,25,15.82,2024-10-22,1,4.5,16,5.33,3,1
a5a373c4-e9ac-46ec-bfbd-88b5226434f6,59,Female,47215,94,Bronze,Debit Card,West,19,165.38,2025-05-26,0,4.5,16,5.23,1,1
3d4527ea-dec3-42d3-a009-79c3f1aedb9b,56,Male,149309,98,Bronze,Credit Card,South,20,238.95,2025-05-17,1,4.5,24,4.38,2,0
523a4286-7253-4ff4-8ff3-19df0f23b99c,58,Female,82110,36,Bronze,PayPal,North,27,451.55,2025-05-10,1,3.1,15,5.38,2,2
5b22e996-dbb9-4fe2-aa3f-0bab203bb83c,45,Female,141220,35,Bronze,PayPal,North,15,69.43,2024-06-27,0,2.2,16,3.68,2,0
d593cbbe-cad6-407d-9a91-893c7ed9bb8e,24,Male,122815,68,Gold,Credit Card,North,18,462.95,2025-04-19,0,4.2,18,4.6,0,1
556c5ceb-7f34-4fdf-9732-e8c5e77ebc60,26,Other,39215,55,Silver,Credit Card,South,15,470.68,2025-05-29,0,4.7,22,7.08,0,1
a1628a4d-a16c-47fb-b6c3-07464ee0f1ed,25,Male,111118,68,Silver,PayPal,West,21,324.07,2024-08-19,0,1.0,16,7.28,2,1
108c2a52-87eb-46a3-b18f-c9340517943d,29,Female,34024,47,Bronze,Credit Card,West,27,120.34,2025-05-16,0,4.6,17,4.14,2,1
be67971c-639e-42c7-80c7-294c67726918,51,Female,96949,6,Silver,Credit Card,South,28,272.99,2024-12-16,0,1.9,12,3.34,1,2
df032cd1-6569-48a7-a7eb-d02d6aca9577,50,Male,101855,28,Gold,Debit Card,Central,13,410.16,2024-11-10,0,4.2,19,9.24,4,0
457e4138-4a02-4754-878f-e0516f259442,65,Male,104982,30,Gold,Credit Card,East,21,185.44,2025-02-21,1,4.2,7,2.1,0,0
99b36129-16e0-4ecd-a7d0-af66616b2931,40,Male,65483,27,Bronze,Credit Card,South,15,453.6,2025-06-19,0,3.2,17,6.88,1,1
2d1fc4c7-d790-4358-a73e-49a3bbd3213c,41,Male,126279,69,Gold,Cryptocurrency,East,14,52.59,2025-01-04,0,2.8,8,6.47,0,1
8bd9c982-dd09-4abe-9f9c-c8ea89e3bddc,54,Male,137740,39,Bronze,PayPal,West,16,160.52,2025-03-21,0,1.9,12,3.99,3,2
63574d18-5773-455a-8d80-57ddd054722d,52,Male,117572,35,Silver,Cryptocurrency,East,21,496.67,2025-05-03,0,2.0,12,3.76,0,2
2e9626d8-27b0-445f-800b-24c79bd63298,61,Male,98157,44,Bronze,Credit Card,North,27,296.1,2024-07-22,0,3.0,17,3.59,2,0
bc034c40-fc61-424b-b1d7-8ba9eadb4419,57,Female,30511,15,Silver,Credit Card,East,16,299.27,2024-07-08,0,1.6,11,8.75,1,0
11e4cfa7-fffa-48bc-9e96-be70cfabdee2,39,Male,141898,83,Bronze,Cryptocurrency,East,12,127.54,2025-01-01,0,3.7,21,6.31,3,0
fb698603-c3ab-4647-bf09-e0294d0c42a6,44,Male,39923,94,Silver,Credit Card,West,19,430.2,2024-12-02,1,1.1,16,3.82,2,1
92c6db30-8f7c-410f-8a4f-307c345c3299,52,Female,30558,32,Silver,Debit Card,Central,23,220.25,2024-09-16,0,1.1,12,5.18,1,2
0ed078c8-bdb3-45ca-bdd2-92af3c3ffd22,18,Male,117771,29,Bronze,Cryptocurrency,East,20,398.83,2025-04-06,0,3.0,16,2.52,0,1
0a70de05-bbad-4c19-95c5-ab5385e4ff5c,52,Male,20526,63,Platinum,Cryptocurrency,West,22,407.24,2024-07-10,0,2.1,13,5.29,3,2
5458ae3f-140e-418f-aeb4-f42708c2f1fc,54,Male,137495,6,Bronze,PayPal,North,16,95.68,2024-12-06,0,2.9,14,5.38,1,0
19845b11-9f82-4725-bf5f-ba09665f40c9,64,Female,144075,90,Gold,Cryptocurrency,East,15,255.88,2024-07-12,0,3.2,15,2.78,0,0
b1f560c7-c705-4302-be6a-5254a5056f79,31,Female,21753,27,Bronze,Debit Card,East,21,198.16,2025-03-21,1,2.2,17,2.92,2,1
b8383b39-f8b6-4fc4-b63f-be2dbc3a2e1d,20,Male,46248,99,Gold,Credit Card,North,26,85.87,2024-09-12,0,4.5,15,7.0,1,1
9be56c0e-b343-49fc-96d4-a9fb0773a2b2,18,Female,34656,28,Silver,Cryptocurrency,South,18,70.46,2024-11-05,0,3.0,20,4.68,1,1
d4af013c-de75-4bb9-8844-4d3ebe4b2bb3,22,Female,43266,5,Bronze,Cryptocurrency,Central,21,32.44,2024-07-30,1,4.3,25,6.68,2,0
d9866a5c-e5cb-41d9-8b4c-598d240c7ad3,43,Female,84555,41,Bronze,PayPal,North,20,353.96,2025-05-04,0,4.6,13,7.14,3,2
065e8997-352b-477d-9f28-06ccdcb9b856,31,Female,82995,56,Silver,PayPal,North,27,393.25,2025-02-07,0,4.6,14,1.23,4,1
88b44371-6a6c-417a-901e-002812e33612,56,Female,95756,54,Gold,Credit Card,North,28,240.98,2025-06-20,0,1.3,12,5.0,2,1
4dcdab83-e750-4836-aada-59bebbb74a7b,44,Male,103574,80,Platinum,Cryptocurrency,South,21,286.32,2024-09-17,1,1.2,16,7.41,3,0
a59c6f2c-836d-4eff-a220-b9a399143621,26,Male,98277,18,Bronze,Debit Card,North,22,138.38,2025-03-21,0,3.4,9,7.55,4,0
17e1e1cb-e3a5-4acf-9efa-b0477b8eeaa0,32,Male,90377,77,Bronze,Credit Card,South,20,360.25,2025-01-12,1,2.6,9,5.16,2,1
a1e9f4c7-9f37-4c4e-8bd7-1a1b5ad175de,32,Female,122345,43,Silver,Debit Card,Central,15,296.14,2024-12-16,0,4.1,15,1.32,2,1
13c010b0-191b-4c34-b371-536c569b6f0e,43,Female,116111,89,Silver,Cryptocurrency,South,21,442.33,2025-06-01,0,4.8,23,9.0,5,2
b3adec4b-be2e-49c2-9783-c5760ee20cda,59,Female,85402,74,Platinum,Credit Card,Central,12,375.61,2025-02-06,0,1.3,16,5.6,2,1
ced132bc-a06b-41f8-8c73-ee54fd185902,30,Other,74176,29,Bronze,PayPal,Central,12,19.28,2024-11-28,0,3.5,10,5.36,2,1
314577eb-6a8f-4fea-858e-3f6beb272860,68,Male,143727,10,Silver,PayPal,Central,21,406.83,2025-05-17,0,3.4,15,6.35,0,2
2292dcae-829b-4693-937a-9990a3130677,49,Female,143747,6,Silver,Debit Card,West,28,23.29,2025-05-19,0,4.5,18,6.29,1,2
33814111-d7d2-48e3-9c86-74658e3f1549,56,Female,61733,80,Bronze,Credit Card,Central,26,408.78,2024-07-28,0,2.3,20,5.16,2,0
242639d0-0292-40c8-9e36-0bebcac23078,66,Other,34418,89,Gold,Debit Card,South,18,493.76,2025-03-27,0,3.1,13,2.98,1,2
71d6fa41-82c4-41c1-a929-9c6e9294690a,69,Other,143422,4,Bronze,PayPal,West,15,245.63,2024-07-06,0,4.8,15,5.12,1,2
96f4f5fa-0f36-4b96-8691-a8ab170ab2f6,49,Female,57185,34,Silver,Cryptocurrency,North,17,121.18,2024-09-30,0,5.0,12,3.44,1,0
88f1993b-d225-4c13-ae05-216879845b99,21,Male,61745,83,Silver,PayPal,North,20,14.69,2024-09-12,0,3.3,20,4.69,2,0
c9c3f26f-3fd9-47e7-bf67-2d3d87ad295f,47,Female,113417,33,Bronze,Cryptocurrency,East,14,83.64,2024-07-21,0,1.8,21,4.3,0,2
856bea96-7bfa-433f-96e5-108ce36fda36,54,Male,73787,4,Bronze,Debit Card,Central,20,256.85,2025-01-22,0,4.2,5,3.47,3,1
906aa9fb-0284-439e-b0e1-84391f67667d,40,Female,100123,44,Platinum,Debit Card,East,20,405.23,2024-10-25,0,2.5,16,7.22,3,2
bb0a1283-41fa-4716-95f7-c9e3be4cd5ee,56,Female,72035,98,Platinum,Debit Card,Central,23,437.02,2024-06-30,0,4.6,19,7.77,1,2
e98d8986-04eb-4769-b97f-7903e8f14c0b,62,Male,107804,76,Platinum,Cryptocurrency,Central,17,344.94,2025-01-20,1,4.2,17,3.93,0,2
17ad354a-12eb-496e-baca-f751b9c5f582,32,Female,85984,31,Platinum,Debit Card,South,23,52.54,2024-09-21,1,4.8,3,5.45,3,1
5555b491-8653-41d5-b030-f4bf8f31b989,60,Male,72462,80,Bronze,Debit Card,South,14,495.76,2025-01-05,0,1.9,19,4.53,4,2
5f1328a5-f1dc-48f7-b1f5-269f547b4583,46,Male,57353,66,Bronze,Credit Card,North,31,376.08,2025-04-01,0,2.7,15,2.29,1,1
52fbd495-bf77-4acf-99fe-3f01b722a691,53,Male,144785,58,Bronze,Cryptocurrency,West,23,218.96,2024-08-20,0,2.0,14,4.1,1,0
